Country Name;Country Code;2021
Aruba;ABW;74.626
Afghanistan;AFG;61.982
Albania;ALB;76.463
Algeria;DZA;76.377
Australia;AUS;83.3
Austria;AUT;81.239
Bangladesh;BGD;72.381
Belgium;BEL;81.89
Brazil;BRA;72.75
Canada;CAN;82.597
